弹幕呢？
火锅店？？？？哈哈哈哈哈
量产章北海
量产章北海
←空指针那个老C++了
草哈哈哈哈哈哈
求BGM，看巨人没看这部分
面壁者老八
太厉害了
草
寒毛起来了
珊珊惠子长得太阴间了。
全部木大
吉良吉影即视感
云天明的麦田
双厨狂喜
万能日语
排面，再来亿遍
DNA错乱
真的太棒了做的!
空 指 针
大喊大叫的水滴是屑
还好三体世界没有火锅店
BGM
有一说一，日语对吗？
好好好好好好好好好笑死我了
QAQ画质感人
就一个水滴的事
必须三连
带制作
天明狂喜
云天明好惨
谈之巨人
全体起立！
早过万了
完全一致
还有ed？
和 平
老公你坐啊
DNA反复跳动
何迫莱
全 面 超 越
打老婆的屑
ed好棒！
进度条好耶
真·双厨狂喜
迫害了
ＵＰ太强了
经费爆炸！
哈哈哈哈好活
丁仪直接被升华了（物理）
脑袋红红的，应该是挖脑子了
完全一致
草
水是剧毒的
草
《接受这份代表和平的礼物》
牛批
太强了
？
失踪人口回归
这眼睛……mkm？
嗷呜——
草草草，好活!
太草了
双厨狂喜
bgm巨人最终季ed安藤裕子《冲击》
《善意》
《和平》
背景是云天明
重新定义全面超越
来了
笑拉了
罗小黑：今年周更，勿cue
应该画几滴汗
卧槽
草
？？？
梦幻联动
草
带  制  作!
哈哈哈哈哈
你坐啊
完全一致
完全一致
草草草
完全一致
神——游——八——方——
woc
背景全是云天明
DNA错乱
来了来了
DNA躁动
病娇上线
米——酒——
nb
草
NB呀
过万 瞧不起我们吗
云天明格莱斯
提前nb！
破壁者，你坐啊
云——天——明————
火锅店哈哈哈哈哈哈哈哈哈哈
呦
我靠，我DNA炸了
尸体在说话
哈哈哈接触冬眠
傻孩子们快跑啊
注意，这歌词真的很贴合云天明这个人物的故事
尸体在说话
娘子关yyds
三体人可能不懂，群星Mod里联合舰队是可以将歌者灭绝的存在
草
三体人可能不懂，群星Mod里联合舰队是可以将歌者灭绝的存在
变 声 期
有生之年
草
水滴开罐器
草
串味儿了
shui
又杀到百草园了
很棒
毫无违和感
草
太草了
我裂开
危
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
毫无违和感
绝活
三。                体
傻孩子们，快跑啊！
好巧，昨天刚看完巨人
只送大脑
绝活
冲出来还会叫的水滴是屑
呜呜云天明
这不比博人传燃
小手一抖，从未失手
ohhhhhhhhhh
毕博然
染  色  体  解  旋
丁仪 危
泪目
白嫖失败
白嫖失败
尸体在说话
yyds
万能日语
要  来  力
完全yi z
连ED都有！
柔美脆弱，指绝对光滑
全   面   超   越   了   三   体   舰   队
这里是我的三体动画改的吧
尿素爆炸
基因重组！
？？？
nb
笑死了
草
毁灭你，与你何干？
卧槽 卧槽
卧槽 卧槽
DNA交叉互换
基因重组
傻孩子们，快-——跑——啊！
草草草
北海！
草草草
竟然还有ED
迫害脑花1/1
好活
战争 X  屠杀 O
这眼神也太艾伦了哈哈哈哈哈哈哈哈哈哈
好活 三连了
云tm----------------------------
草
艺画天开灵笼两个世纪没更新哈哈哈哈哈哈哈
太草了哈哈哈哈哈哈哈哈哈哈
巨人味太重了
要不得要不得太牛坡的
什么？只能投两个硬币？！
水滴
狂 赌 之 渊
草
傻孩子们，快跑啊！
神了 我娘子关发电厂
草
又迫害云天明
wc、完全一致
失踪人口回归
有巨人内味了
好家伙
全 面 超 越 了 三 体 舰 队
进击的三体
草
草
完全一致
这次，是真的双厨狂喜
荒木线都出来了
亚妮草
爷青回
完全一致
好家伙还有正片
草
六分仪啊
要来力
完全一致
。
双厨狂喜
多了个都字
伊蕾娜
跑啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
好，在我们的星星
空白？
我以为海的那边是敌人，原来海的那边是滴哒啦啦啦哩哩哩啦
三连了
双橱狂喜
太强了
好的，我接受
双厨狂喜！
神游八慌一点都没慌呢
草
双厨狂喜
天下武功，唯快不破
是mkm吗
太强太强了
底下黑字是说的云天明？
DNA错乱
接    触（物理）
草，是刀！
绝了！
草
字正腔圆
强力难解
草
草
好活
主持人是神游就离谱
波兰骑兵捅坦克
绝望残党蚊香眼
双厨狂喜
草
傻孩子们，快跑啊！
握了棵草
你好呀程心
其实书中早有吐露，水是剧毒的（-）
大春？
草
好活
................
.......
《柔美脆弱》
好活
阿尔.云天.明
进入UC纪元哈哈哈哈
鸡皮疙瘩来了
有中文版就更好了
进击的三体？？？？
2000响够吗
北海要多想
UC？
这不比博人传燃
厉害啊
大制作
人类必败
傻孩子，快跑啊！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
“真诚的和平愿望”
看好了，BGM是这样用的！
绝望影片
傻孩子快跑
孩子，有一个办法
叶文洁？？？
肺癌病床前
这应该是云天明父母，失败的教育
梵高《星空》
完犊子，学过日语的不能听这个台词，太串戏了……233333
阶梯计划
双厨狂喜
这里三个星星可以改成一键三连 哈哈
变声期
首页通知书
燃起来了兄弟们
好活
主持人神游八方
kksk
使徒~~~~~~！！！！！！！
草地
放大，再放大
危
该死的，我明明不懂日语，为什么听得懂！
好耶
幸好啊，我能听懂日语
泛式挑的那一版
这是，恶搞的巨人的片段
草
仨体电台哈哈哈
全世界都在说日语
卧槽，太他妈有感觉了
"简介说了有一个时间线bug请无视,影响不大↑"
罗辑快乐酒
干的漂亮，指打庄研
正片
加入ETO吧
前进三警告
最高端的武器，往往只需简单的方式
白内障罗辑
才1w？你就这点出息？瞧不起谁呢（doge
？？
靠，天明
完全一致
绝了，还是重新配乐版本
DNA错乱
我裂开了
程心      云天明     艾AA
N厨狂喜
草
《和平》
草
失踪人口回归
keyi
快     跑
*666666
完全一致
云  天  明
主不在乎
正片开始
只是一个探测器
震撼
绝世好活。
ed是什么啊
好活 当赏
可是速度再快的玩具坦克也不可能和真的坦克对阵
水滴
爷关更
草
这不比博人转燃
模范夫妇
哈哈哈又迫害
名场面
有生之年！
丁仪——
那一天，人们想起了被三体支配的恐惧，和囚禁在大洋洲的屈辱​
两千响！！！
我们训练出了最精良的骑兵，但是对面开出了坦克
高技术力
666
有内味了
草
牛逼
双厨狂喜
丁仪 危
比博然
马骑马幻视
戴巴仪
娘子关就挺绝
好活
？
叶络真的行！
nb
水滴脆弱
这都可以手书吗？
丁仪
这是什么魔鬼作者啊
辛苦了
寒假全部木大？那必须得投个币太辛苦了
？？？？？？？？？？？？
哈哈哈哈哈哈哈哈哈哈
又迫害云天明
nb
绝活
叶宝yyds
云天明
《草原》
《完全一致》
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
法籍希恩斯
然后全部战舰不到半小时全没了
这次一定
哇撒
只是从根本上改变跟一只长矛每秒从30次到50次？
傻孩子，快跑
主不在乎
太牛了吧
她不是女的吗！？
投币已过1w了哦
云天明~
绝世好活
法尔克痛起来了
哈哈哈哈
质量好高
左边新闻联播在吐槽灵笼两世纪不更新
nb
那味太冲了
主持人是神游就离谱
云脑花被迫害中
好活，投踏马的
这里水滴拐弯的角度好评
神游八方就离谱
灵笼狂喜
逻辑快乐酒
草 完全一致
大制作
看国际新闻的下面一行字
首页通知书
全宇宙最浪漫的男人
最硬的物质，能贯穿地球
现投币已达1 2万 
注意看下面那行小字XD
哈哈哈完全一致
莱宝你好棒
五夸克物质
“水滴”发射
肤色还原
好活
有那味了
血腥暴力名场面 
完全一致
？
人脸一致
哈哈哈莱纳你做啊
比博然系列 
人脸好评
哈哈哈
爷爷辈的up更新了
万能日语
欺负我们不懂日语
草，每集都迫害云天明
叶络      行！
害怕
9小时硬币过万
爷关更
热乎
绝活
草
下面字幕你够了 
好看不火系列
草
草
这点时间也算托
c
罗小黑剧组:就这?
面壁者：莱纳
双厨狂喜
还有罗小黑
云天明手书
灵笼！！
DNA共振
变   声    期
两世纪前“阶梯计划”发射的人类大脑因意外事故偏离轨道后至今仍没有任何消息，多家火锅店宣布对此事故负责 
DNA共振
这一切，主都不在乎
超凡大师下次更替，203954！
危
草
草
草
我军败了
只送脑袋
万能日语
明示收藏
万能日语
草
神游：******
艺术就是~爆炸！
能听懂日语的我看的好痛苦。
失踪人口回归 
三体目前的第一部番剧是我的三体。
世界名画
双厨狂喜
带制作
草
首页通知书！
首页通知书！
马琪马骑马
草
前进4！前进4！
章北海，yyds
你做啊
丁仪这时没事啊
打的打的打的打打打的
毁灭你，与你何干
看了眼进度条，绝了
自然选择，前进四！
0:10草
爷青结啊
？？？
懂了，罗辑庄颜是一个人
好活
草
六——分——仪——！
世界名画！！
能讲我的存在散播……太合适了
草，UP好厉害
hhhhh
腊排骨
NB
速度与数量倒是真的
bilibili
求三体人八卦，可私
求三体人八卦，可私信
庄颜：？？？
春节三千响，给大家放个大的。
求八卦三体人
春节3000想给大家放个大的，祝大
看这些稻田，像不像火焰?
娘子关发电厂···
熬夜组大胜利
嘶嘶--------
好活
只送大脑
害怕
太强了，必须投
太强了，三连了
火钳刘明
这个罗辑好好看
全面超越
司令说得确实没错，可是速度再快的骑兵也无法和坦克抗衡
《世 界 名 画 》
危！危！
双厨狂喜
？好
《善意》《柔美》《脆弱》
已经3连
割草机——【
芜湖 
《圣母》
好家伙
程心的眼泪
方砖叔
这歌词……太合适了
傻孩子们！快跑啊！
放完啊
比赞多系列
草
这不比博燃?
爷关更！
草
2000响鞭炮
太 空 两 千 响
惠子是男生？
6666
大制作
大制作
握草，叶宝NB
太有感觉了，跟我看到这一回想象的一样
经历了智械危机后的叶络行终于想起了自己的号
北海你怎么咯
云天明 危
币比赞多
NB
表情太草了
仨体电台
NB
面壁人被破壁人破壁难道不是面壁计划的一部分？
NBNB
大 鞭 炮
失踪人口回归
草
草
都能串
怎么把硬币全部投完？怎么点一百个赞？
互作用力探测器
互作用力探测器
别说这歌用在这居然还有点合适
同时看过这两部作品的看着是真的过瘾
草
进击的山本
燃起来了
《呐喊》三体版
好活
大制作
云——天——明——
太强了太强了
草
66666
卡卡西是你吗
草
白嫖失败
阿妮海
比博然
大制作
离谱
《去功能化》
裂开了
草
《 善 意 》
完 全 一 致
草
《 善 意 》
《 脆 弱 》
《 和 平 》
草
燃起来了
大制作
完 全 一 致
还有一个脑花【doge】
背景还有水滴和智子
草
果然是孩子们doge
背景是罗辑吧
叶络鸽，叶络不行和叶络孬就很草
神游八方哈哈哈哈哈哈哈哈
草 有内味儿了
草
傻孩子们，现在跑还来得及
《胜利》
D  N  A  错  乱  了  啊
DNA错乱
献出心脏！
完全完全完全一致
强大的舰队
刘慈欣：看出谁是坏人了吗
“”和平“”
强互作用力探测器
DNA狂动
她怎么会喜欢你呢
妈妈啊，这是啥玩意啊，好吓人
草
失踪人口回归
帅
大制作
也没说错，只是打不过而已嘛
来了来了
丁仪——————————————
宣战神曲好评！
真当我听不懂日语
哈哈哈哈
毫无违和感
草，好活
程心之泪
太草了
神游就离谱
失踪人口回归
哈哈哈哈太草了这段
你终于来了
底下小字笑死。
草
完 全 一 致
人类是有极限的
狂三？！
nb
 全部木大
这个歌词也很契合云天明啊我的天
这不比博人传燃？？？
你被主盯上了
你被主盯上了
marenol
正片开始
主不在乎
还我惠子
爷关更
完全一致
绿酒！！！
鬼
比博燃？
神游不是舰长吗？
神游八方不是只出现在舰长名单里吗？
失踪人口回归
沉船里的酒
三连了三连了
万能的日语
这台词都刻入DNA了，字幕看着好难受阿！！！！
电脑端首页通知书！！
罗小黑剧组哈哈哈哈哈哈哈哈哈哈
双厨狂喜
牛逼
莱纳！
双厨狂喜！！！
nb
好比之前的脑花到处客串其他视频一样
你被神游盯上了
感觉是伏笔
刚才飞过去的是脑花？
熬夜党的胜利
不对呀，书上说应该是在最后一次面壁大会上 他的面壁者才出现的呀 
热乎的鱼
爷青会！！！
草
草
那一天，人类又想起了被三体文明支配的恐惧
太强了吧
好活！
《水滴，一个真诚的和平愿望》
程心的眼泪
尸体在说话
基因重组
危   丁仪    危
弱小和无知不是生存的障碍，傲慢才是
春节两千响
三厨狂喜
靠 哈哈哈哈哈哈哈
那一晚，人类想起来被水滴支配的恐惧
我要用硬币砸死这个up
这么久了我都没反应过来我在看三体还是巨人还是我的三体
云天明！！！！
三厨狂喜
完全一致
草
我不看了，DNA动了……啦啦啦啦……
三厨狂喜
好活！！
这ed看得全身鸡皮疙瘩！太赞了！
我听到莱纳了
脑 ull花 花
带制作啊
万能日语
我他妈基因要被重组了
好活
脑 花
2小时还行
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
百草园
一锤子2000响的伤害
脑摘除手术的无影灯
草
看好了人类，水滴是这样用的！！！
太棒了
双厨狂喜
颈击的方块人
带制作
完全一致
开始了
?????
高制作力op
全面超越
浸泡！
完全一致
完全一致
这眼睛，你是玛奇
草
春节2000响
草
战锤巨人
草
bgm对头
地球人类的正义演讲
666666
我裂开了
哈哈哈哈哈
万能的日语
《真·世界名画》
这首ed是真的好听
来了来了来了
毫无违和感
热乎热乎
好听
草
超大型智子
你们都是虫子
放过云天明吧
好活
毫无违和感
绝世好活
进击的巨体（雾
三连，不择手段地三连
“脆            弱”
燃起来了
这不火？
你被主盯上了
程心の泪
好活
哈哈哈哈哈哈哈
高技术力鉴作
好家伙
完全一致
草
热乎！1小时
草
绝世好活
大制作
一片二向箔偷偷飞过
草
++
庄---------颜----------
有内味了
好帅！
草
左下灵笼23333
注意看新闻小字
娘子关发电站就很灵魂
牛逼
双厨狂喜
双厨狂喜
日常迫害云天明
草
这么一想，马莱好比三体，地鸣好比威慑，只是种族不一样了
还有op就nm离谱
草
滚动新闻简直要笑死我
秀啊
基础科学是一切
你们是虫子
莱宝你好方
只 送 大 脑
完 全 一 致
百草园
草
老公，你坐啊
简直离谱
热乎
一个小时，用核电池热热还能吃
高技术力
世界名画
null233333
左边滚动字幕笑死
热热还能吃
《 全  面  超  越 》
太牛了，大制作
↑虽然既视感很强，但不要随便说出来啊喂！（╯‵□′）╯︵┴─┴
56分钟，凉了
天哪现在看巨人ed里的歌词居然好适合天明
bgm好评了
解除冬眠哈哈哈，孙子和太爷爷一同追更吗
tcl 
蒙——娜——丽——莎——
45分钟，热热能吃
哇哦操
放炮欢迎
50分钟
《尸体在说话》
胜   利（大嘘）
完全一致
完 全 一 致
草
很强
ohhhhhhhh
出现了！罗 辑 快 乐 酒！
和 平 乐 章
看三体同人，补完巨人ED，成就达成
草
蒙娜丽莎：我干什么了我？！
飞翔（指飞出太阳系）
绿色风暴之面壁版
白给阵型
热乎
呜呜呜云天明
技术力越来越高了，支持一下
这个神游很和我xp系统
这玩意儿什么时候出番剧？
不能说是同人，这就是原片
卧槽
这里真的很有感觉，叶总幸苦了
可恶，我竟然泪幕了
欺负我听不懂日语
串味了草好冲啊
世  界  名  画
又要迫害小云了么
有内味了
宣战神曲！！！
莱纳，486
草
惊了，连ed都有
背景点脑花的眼神好恐怖⊙﹏⊙
快
草窜味了
好家伙，集集有脑花（dog）
草
高技术力
大片
哈哈哈
大制作
排面
草
各位们看好了，米酒之力是这样用的！
火锅店负责？
草，串味了
好
草
这张好棒
《脆弱》
热乎
啊啊啊天明啊——
??????
好活
太tm有感觉了
快跑啊，孩子们！
丁——仪——
像屑程心的眼泪
20分钟
蚊香眼细节
好家伙，又开始迫害云天明了
可以看得出来是真爱粉了
草
卧槽，NB
草
带预言家
16分钟可还行
真的帅
哟，这不希恩斯吗，几年不见，这么拉了
草
全 面 超 越
BGM什么
超高技术力
正片
技术爆炸
草
哈哈哈哈哈哈哈哈哈哈哈哈哈
主不在乎
莱纳，你坐啊
大佬
——庄——颜——
张口闭眼man
这段好棒！！！
正片开始
N厨狂喜
行行行行行行行
草
草
孩子们快跑啊
2000响鞭炮hhhh
众所周知，娘子关是我国的发电厂
草
？？？？？？
主持人神游八方可还行
草
脑子就离谱
鞭炮价格大幅上升hhhhh
完全一致
丁仪：死亡之锤
↑罗小黑：就这？
就离谱了……
娘子关发电站
弹幕大草
不能说像，只能说完全一致
双厨狂喜
细节满满我爱了
世  界  名  画
哈哈哈哈左边新闻联播下面写着《灵笼》两世纪没更新可还行
关上三分钟的大门
火锅店哈哈哈哈哈哈哈哈哈
火钳刘明
近期解除冬眠人数大幅增加哈哈哈哈哈哈哈
草，后面的生草
云——天——明！
帅
丁——仪——
失踪人口回归
指三十分钟全灭
傻孩子们——快跑啊——
看好了人类，水滴是这么用的
烫手
这都能迫害云天明？
罗小黑:就这？
好漂亮！
大制作！
新闻联播最下面发现云天明了！（doge）
丁——仪——
要来了
泪目
希恩斯看好了，智子之力是这样用的
哇塞这段帅炸了！
离谱
出现了，世界名画呐喊
忍不住了哈哈哈哈哈哈哈哈
看了10集，我都没听到过ed这里
正片开始
万能的日语
神游八方就离谱哈哈哈哈哈哈
我的北海不可能这么可爱（）
草
原 声 大 碟
好活
礼   物
太强了
六 分 仪——
六分钟，烫手
快过万啊啊啊啊啊，加油加油！！！
全  面  超 越
hhhhh
草有内味了
尿素过多
《超越》
北海，你变了
草
好活儿
傻孩子们，快跑啊
傻孩子们，快跑！
丁——仪——
这北海太草了
草
后方字体瞩目
草
带制作
大片既视感
高技术力
神游主持人可还行
草
草
ohhhhhhhhh
好活
完全一致
"↑多家火锅店表示已推出新品""麻辣云天明"""
3分钟
草
三分钟好烫啊 
一分钟我要被烫死了。
叶络 不行，叶络 孬【doge】
爷青回ohhhhhhhhh
越来越离谱了
刚刚?！CaO！
？？？？？？？？？？？？？？？？
叶 络 行 牛 壁 ！
？？？？？？？？？？？？？？？
啊这个0：10可太有内味了
好活
++
弹幕都哪去了???
北海的声音太年轻了吧
我是你的破壁人
？！
这，这就是脑花吗？！
OHHHHHHHHHHHHHHHHHHHHH
草
指希为莱
好活
破壁人 物理
莱纳？
速度再快的骑兵也打不动坦克啊
哇哇哇哇哇哇云天明宝贝
DNA错乱
破壁人竟是我自己
？？？？？？
云天明真男人
把我的冰冻罗非鱼拿来！！
梦幻联动，我最喜欢的几个作品
大制作
我要用这硬币砸死他
这首歌太适合了
这画风，心里的声音！
锤巨：丁仪
希恩斯曾经也是个明白人啊
草
质量太高了
该改成星际新闻了吧？
草 这也太呐喊了QAQ
草
哈哈哈
手术无影灯
比   博   燃
突然小黑！！
失踪人口回归
《特别演出》
DNA混乱
哈哈哈哈哈
神游！
哈哈哈
这新番真的不错 ，追定了 ，爷得追番呢？？？
《全面超越了三体舰队》
草
又想起了朗朗的达达提拉
泥给路
NB
草
                          ↓橙子
阿——明——
我是自己的上帝
青草风暴买了一个星球
靠，云天明，你怎么了
他成为了自己的上帝，把恐惧当作信条，向宇宙散播自己的信众
双厨狂喜
为什么只能投两个币QAQ
注意看新闻小字
在某些点上，这两神作相似
反复欣赏
全人类巧手一排
卧槽
破壁人竟是我自己
《去功能化》
牛逼
只送脑花！
庄————颜————
他只会这一
各种细节都贴合得好到位啊哈哈哈哈爱了爱了
进巨的配乐真的绝了
听到这ED就想哭...
太草了
，问号
锐角转弯！！
我裂开了
呜呜呜呜呜呜呜呜呜呜呜
好绝——!!
高，实在是高
三厨狂喜
绝了
失踪人口回归！！！
PC首页通知书
这样用:指找老婆 
s妈呀(幻听)
破壁机竟在我身边
nb
程心之泪
宣 战 布 告
草
傻孩子们，快跑啊！
草
？？？
万能日语xswl
修改版bum真是太棒啦
三日凌空
突然泪目
啊哈哈哈哈哈哈哈哈哈哈
无影灯
艾伦（夫人）
街道上好安静啊，也没有ETO的人
@云天明
草
草 
太强了
绿色葡萄酒。我DNA动了，我不看了。
还有字幕放送，草
这也太草了哈哈哈
绝了
23333333
绝了
和平2000响
变声期
我觉得这里应该提倡 M D 。
云天明惨
注意新闻
裂开
好活
三连奉上
罗辑好帅啊哈哈哈
草
好活
草，太契合了
litter
这不进必看 我不能接受
我裂开了
居然还有op，真的牛
北海要多响
学  生  党
草
基因重组
傻孩子们，快跑啊
万   厨  狂  喜
玛奇玛?
比博燃
危
献 出 大 脑
更了！
草
操操操操操操操
w
丁一锤现在人没了
草
？
《完全一致》
背景：艾伦叫
毫无违和感
的确，如果没有水滴，三体人就在人类舰队面前毫无威胁
程:“你在干什么”
云:“种田啊，不然吃什么”
???
有操作的啊
草
之前，可能还有人对龙哥的s6登顶没有什么概念
卧槽
草，我DNA重组了
副官：“我们新式的磁能坦克已经完全超越了老旧的天启坦克和猛犸坦克”——苏9无果之路
我DNA已经打结了
执 剑 者
哈哈哈还有罗小黑真就鸽王营呗（doge
安乐死，哦不，安乐
？？？？还有ed？
1w？你这是在侮辱我
比博燃
这不比博人传燃?
脑花草，连op都在迫害云天明
《全面超越》
绿酒草
草
宣战曲好评
换成宣战曲好评
双厨狂喜
泪目
比博燃
圣母——指程心
艺术
背景又在迫害！
gan
草
草，背景新闻的字幕，鸽子妄图挑战鸽王
全面超越xswl
草
无脑少年（物理）
勇闯无人区！
世界名画哈哈哈哈
好好好好
以为鼠标在动
哈哈哈哈哈哈
好活
。。。。。。。。。。。。。。。。。。。。。。
好棒！
罗小黑剧组:就这？两个世纪也算拖更？
童年
双厨狂喜
草
草
草
丁戴巴.六分.比利.仪
太强了
你被盯上了
全程日语。。。
草竟然完全一致
怎么那么像狗脸嗷
马帕看好了，巨人的BGM是这样用的。
梦幻联动
你坐啊
草这个眼睛 绝了
哈哈
我炸了
z
原著不是在联合会议上吗？
章北海变质了
没错
原著不是这样
全部gg
我还没有媳妇（泪目）
真就父亲恩爱。。。
希恩斯搞出的思想钢印也是个好东西
真就全面超越，然后被探测器给全灭了
进击的。。
hjh
有点牛逼啊 大制作
草
笑死爹了
神 游 新 皮
草
牛的啊
庄--颜-------
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
pc首页通知
oHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
草草
细节就离谱
人类群星闪烁
oHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
我没有媳妇
啦啦啦啦啦啦啦啦
呜呜呜呜呜天明
云天明讲故事
enmmm
草
彩蛋比正片更好看系列
？？？？？？？？？？？
串 味 了
???????/
太草了
只送大脑
4.6万了
为啥我看不懂
为啥我看不dong
好家伙
好久不见
万能日语
NULL
为啥三体都是这个画风
娘子关发电厂是真实存在的
草
画风过狠
高技术力
哇，头皮发麻
为什么只能投2个币！，
66666
送死阵列
北海的声音？
？？？、
好活
首页通知书
ED哭了
癌症晚期的云天明
自    我    破    壁
