弹幕呢？
云天明呜呜呜呜呜呜
是在三体飞船上浇灌了粮食
卧槽
哈哈哈哈哈哈哈哈哈哈
草
三厨狂喜
牛逼
up这是多喜欢迫害云天明
DNA动了动了
全宇宙最浪漫的男孩
娘子关发电厂出了个神
wtm笑喷
草
丁——————老——————
虚化好评
自然选择，后退八！
自然选择，后退八！
带制作
dna重組
完全一致
双厨狂喜
串味了
草
计划的一部分
看新闻播报下面的字
有生之年
啊啊啊啊啊啊啊啊啊
画的挺棒，就是这个配音。。。
“好的，我接受”
太草了
比博燃
云天明狂喜
为什么是日语
比 博 燃
坐之巨人
哈哈哈哈哈哈哈哈哈哈哈哈哈
草
双厨狂喜
草
全 部 木 大
草！
首页通知书
好活
联合舰队看好了，水滴之力是这样用的
小手一抖，脑花没有
你脸红个泡泡茶壶
新闻小字迫害脑花[doge]爱谴责人士表示强烈脑花
草
《这里不是家》
爷青回
飞翔（指被核弹送出太阳系）
太草了
云
草
草
nb
有内味了
为什么，为什么，为什么没有追番键?
在？为什么用日语？
草
丁——仪——
你这，我这，它这
世界名画
NB
ed是巨人最终季的，冲击
进击的地球？！！！
技术爆炸
莱纳，你坐啊！
只送大脑
啦啦啦啦啦
来晚了
刘慈欣：wdnmd
首页通知
热乎
草
巨人草
有内味了
娘子关发电厂哈哈哈哈哈哈哈哈哈
男的!
绝活
草
奇  行  种
草
哒哒哒哒哒哒滴答
封面何大春
求bgm！
绝望残党
焚尸炉
危！危！
只送大脑
BGM还跟泛式二创那个宣战版一样 好评
我早该想到的
woc
真的
不仅是发电站而且是火力发电站的娘子关发电站你喜欢吗
父母亲人抛弃重病的云天明
弱小和无知不是生存的障碍，傲慢才是
绝了
我看了
歌词画面太契合云天明了
读过原著的应该可以理解
这眼睛的画法，玛奇玛
双厨爆炸
求bgm
离谱
大制作
莱纳
从百草园杀到三味书屋
？？
傻孩子们
哈哈哈哈哈
宣战神曲
看好你哦！
看好你哦！
双厨狂喜，2个币
铜酒
森森 都可哇！
《谈判》
111
？
技术力极强
草
自然选择号，前进四！！！！
妙啊
庄————————颜——————————-
完全一致
恭喜上PC端首页！
这
啊啊啊啊啊呀啊啊呀呀
《学生党》
《叶落孬》
投币过万了
高能预警！！！！
草
《真诚的和平希望》
人类最高伤害x
卧槽
双厨狂喜
爷青回
春节2000响准备完毕
二向箔：这是老子画的。
比博然
草
主不在乎
云天明在三体的农场？
北海 我裂开了
章北海这声音…
？草
傻孩子们，快跑啊！
你们想要交流，那我就给你们交流！
 主不在乎
哈哈哈 破壁人竟是我自己
浮 夸 风
程  心  的  眼  泪（
天——————明——————
毫无违和感
笑拉了草
我没有媳妇（指泰勒）
哈哈哈庄妍
欢迎来阳泉做客
罗辑这么帅吗
世界名画不出来
来了
又迫害云天明
草
完全一致
我没有稀饭儿…～
我DNA动了
只送大脑！
绝了草
大制作
当时看书鸡皮疙瘩掉一地
草
果然，听着日语才有感觉，哈哈哈哈
新闻联播
只送大脑
封面大春
草
傻孩子们 快跑啊
nb
和平.......
太牛了哈哈哈
草
众所周知，水有毒
？
草草草嗷
司马懿：我军必败
这还是北海吗
《老懂王了！》
卧槽
深  海  状  态
我会不断前进，直到将所有三体驱逐！
铁 打 的 六 分 仪
这……可还行
神游八方……可还行
神TM我三第四季
全  面  超  越
啦啦啦啦啦啦啦啦啦
思想钢印
时间之外的往事
草
太空演讲
我麻了
封面大草
自然选择，前进四！
此乃善意√
罗————辑————快————乐————酒————
终于开始迫害东方延绪了
2月新番
卧槽人设崩塌
好的，我接受。
正片开始   日常迫害云天明
完全一致
面壁和破壁是一对（大型cp现场？？bushi）思想不受我控制
牛逼啊草，哈哈哈
好活当赏
打野走位觉得离谱
草
哈哈哈哈哈哈
变声器
卧槽，三连了
哈哈哈哈哈哈哈哈
Send brain only.
草
傻孩子快跑
双出狂喜
希恩斯他老婆不是在一个会议上公布她是希恩斯的破壁者的吗？
草
草
水滴
阿婆主辛苦啦！
罗辑快乐酒
地质锤巨人
舰队！舰队疏散！
双厨已经开心到上天了
草
巨人地图好评
太帅了吧
nbnbnb
是的哈哈。
是呀哈哈…
这样才对哈
是呢哈哈……
2000发鞭炮
破♂壁者
危 丁仪 危
对的哈
危
是呀哈哈，这个说得对呢哈哈
是呀哈哈
和平
尸体在说话
是呢哈哈
？？？？
是的哈哈
说的很对哈
鞭炮队
告诉你吧，主不在乎
全面超越
百草园啊
笑死了
帅之巨人
完全一致
自然选择，前进4！
封  面  老  八（幻视）
太生草了
首页了！
现在看来纯属放屁的情报
但虫子是不法灭绝的
卧槽，这味也太冲了
有语气就够了...
水是剧毒的
23333333
？
企业号以及深空号舰长，终极规律号舰长及副舰长=》
好活
DNA开始错乱
狂喜
我方打野云天明
便秘者
底部弹幕有病吗
我追番键呢
主不在乎
散播——指引力波广播
希望-2
脑子就是云天明吧
傻孩子们，快跑啊
锐角拐弯
全 面 超 越 了 三 体 舰 队
三厨狂喜
两个爆点同时开始
自然选择，前进四！
我DNA炸了
草
U
nb
希恩斯:原来媳妇儿是个男人
草
高级应该可以发货看了看
傻孩子们，快跑啊
莱纳坐下了！
力压某大陆剧版
全  面  超 越
