沙发
今天提前了
来了来了
人人鱼改时间了
来惹
致敬英雄！吹哨者！
今天真早
糟了要哭
奇怪视角
买这么点蒜？
今天这么早？！
眼泪止不住的流……
泪目
正  片  开  始～
蒜不够
第一个币
有一说一，这些蒜怕是不够
谢谢大sao
毛不易诶
熟悉的配方，熟悉的味道。
大家加油！
我懂你
承包空屏
偏爱啊啊啊
李医生是大sao的粉丝....
泪目
致敬
大蒜不是买到了吗？
都给我泪目!
一碗给我，一碗敬你
我们都是平凡的人
李医生，这是大SAO为你做的炸鸡腿
感谢
热的热的
一路走好
谢谢你
李医生走好
敬英雄
走好
加油
哭了
都住B站了？
ಥ_ಥ
谢谢李医生
都给我哭
武汉红十字会警告
走好兄弟
三连了
解除封印
哭了
致敬！
一路走好
泪目高能
致敬李医生！英雄走好
泪目
加油 共渡难关
一路走好！
中国加油，武汉加油
武汉加油 中国加油
三连了
泪目
病毒无情人有情
致敬，英雄走好
致敬！
想上报的那名医生有人知道是谁吗
心情太沉重了，武汉加油！中国加油！
一路走好
泪目
头一次来这么早
大sao咋不说话啊，我哭了
我不是捐赠，我当投资未来
这次一定
今天来看这视频的心情阴郁、鼻子酸酸的、眼睛湿润的…
视频简介说的太好了
致敬英雄
李医生，我相信正义不会缺席!
大sao对面的那一盘是尊敬的意思啊，不然谁吃啊
泪目
李医生 RIP
哭了  真的好难过
致敬！
弹幕呢
愿天堂有一份交代 走好
哭了
弹幕呢
泪目
武汉加油
灵魂
必须刷上去
超市的肉怎么都没了
再见兄弟，来世继续看大sao
大sao好暖，李医生一路走好
眼泪止不住了
泪目
致敬
加油，武汉
一路走好
愿李医生天堂安好
致敬！
希望医护人员早点回家吃个团圆饭
人均 梁朝伟 刘德华
。。
热乎的
好难过
多买点啊哥
真的哭了
有心了❤️
医者仁心，永垂不朽
泪目
哭了哭了
哭的不行了
玛莎拉蒂睡衣。。
三连
BGM:平凡的一天---毛不易
致敬你们辛苦了
致敬李医生
收藏啊收藏，给我好好点收藏!!!
谢谢你们，向你们致敬
两个鸡蛋
武汉加油
这次真的三连了
好人一路走好
致敬
致敬时代的英雄
李医生一路走好
愿天堂没有谎言和病痛
泪目
一路走好
泪目
真泪目了
下油锅
就怕对面那盘鸡腿突然飘起来一个
想象一下，医生坐在对面一起吃
我们都要加油
泪目了。。。
泪目
大sao真的很棒
泪目
三连了
永远缅怀！
要不是只能投两个我全投了
人人鱼
致敬
一路走好
一路走好
一路走好
兄弟们，三连起来
兄弟们，三连起来
哭了
泪目
李医生走好
还是捐给家人最实在 李医生走好
走好
这次一定
哭了
泪目
泪目
卧槽！哭了
泪目
全体致敬李医生！都用白色弹幕吧 因为他们是白衣天使…
一路走好
都给我三连！
我的眼泪不值钱
李医生千古！
致敬
看着好难受
武汉加油，中国加油
哭了
大sao双眼黯淡无光
致敬
所有善良的人们能被温柔以待
他把成色好的都给了李医生
死亡不是生命的终点，遗忘才是。
不会忘记
B站第一次的三连给你了！
一路走好
致敬英雄！
这次一定
一路走好
致敬李医生
致敬
走好
三了
一直刷的是反串黑?
致敬
向英雄致敬
哎，看大sao视频最悲伤的一次了
致敬李医生
人民英雄李医生
致敬李医生，致敬每一个医护人员
李医生一路走好
谢谢李医生
致敬
致敬李医生
一路走好
致敬英雄
人人鱼
哎
这次一定
看到标题就哭了，这是第一次这样
致敬
向英雄致敬
一路走好
大家有会员的记得领B币券给大sao充电！
一路走好
泪目
李医生，一路走好
你有币了
就是啊唉
第一次三连给你了
我好难过，可是我不知道能干什么
致敬英雄一路走好
哭了
致敬
这次一定
一路走好
别在这儿刷啊
致敬李医生
伤感，一路走好医生
李医生一路走好
泪目
三连
英雄一路走好！致敬所有一线工作人员！！！！
一人一盘
加油武汉
永不遗忘
这次一定
一路走好李医生
致敬李医生和所有的医护人员
我眼睛里进鸡腿了 
致敬李英雄！
致敬
致敬
一路走好
致敬李医生
这次一定
加油！
三连啊！兄弟们
摆蒜的那一刻我哭了
致敬
莫名哭了
大sao记得晾一晾衣服哦
你币有了
一路走好
一路走好
回家记得洗手啊
此时无声胜有声
武汉加油
李医生一路走好
投币失败了
6
眼眶立马湿润了~~~走好李医生
致敬李医生
致敬所有的医护人员，你们辛苦了
谢谢你大SAO，每次看你吃饭都很香，我们粉丝会加油做个好人的
致敬
一路走好
致敬
回家吃饭了
三连了
李医生走好
泪目
泪目 走好 致敬！
吃野味的，全国人民都会记住你
我第一个投币，给您
平凡的一天
致敬
一路走好，李医生！
一路走好！
泪目～第一次投币！请收下
致敬！
