沙发
弹幕·不能发？
。
。
说的好
等
@OOK
点赞
群众的眼睛是雪亮的
评论的很到位
66666
说的很好
唐湘龙，友军
唐湘龙
龙哥一直是统派挺中的
赞同
黎士康战情室改邪归正了？
没毛病
说得好
友军
说得好
去了美国，敢碰警察的枪？直接枪毙
tvbs
干得漂亮！
大快人心
对！！！
漂亮！！！
老师牛逼
并不是友军，只是亲中
明白人
这个是友军嘛？
说得好
说得太好了
的确是 说得好 
说得好
并不是港警过度克制
。
过瘾
警察在他们眼中没有威严
好！
在美国不知道开了多少枪了
半个友军吧
这个不算友军，只能算深蓝，不是统派
外国早就吃筛子了
老唐说了实话了，
友军
说的对
唐湘龙是统派 友军
在美国试试，警察会直接开枪击毙
讲的实在是太好了 羡慕能说出这些话的人
友军
对事不对人是中华文明的优良传统，建议申遗。对人不对事的都很奇行种。
唐先生可以啊
唐湘龙救了黎少康的节目
友军
少康战情室常驻嘉宾就唐湘龙说人话
手太软了
奈斯
一堆假记者
看名字是湖南人后裔
没错！！！
很好很好
真实
应该先给智贤姐发证好不啦
之前太克制了，但是也好，让问题暴露的更多
这样也好让隐藏在黑暗中更多的真相被挖了出来
黄尸
明白人
唐湘龙不是姓三家？
一起发一起发
他不是统派，不是友军
赞同
能做到客观就够了
友军
不完全是 这个要取决于国家关系
说的好，在美国早就开枪打死你了！
友军大佬
第一句话，对全人类都真的适用哦，参考美国出事后视频下方评论
亲中是友军没问题，毛爷爷的敌我友理论读透
名言出现：【实事求是】
并不亲中他只是有国际观
不过  话说的对
最后几句是经典，请欣赏！
你ID有了
某些不要脸的媒体人
说的好
全世界任何国家的警察和军队都是国家暴力机关，所以适当使用暴力是他们的责任
有良知的人！
这个台湾人说话很有水平哎。
还不退订，还不退订，赶快退订
新党是统派，唐湘龙深蓝，不过他挺有才的，说话比较讲道理
并不是亲大陆，是大中华主义者
现在来说反话啦？
他们只是怕台湾也有样学样
湘龙哥
台湾有这样讲理的主持人 点个赞
普通话还行
大哥
他不是友军，只是在说实话
唐是民族主义者，希望中华民族复兴
友台
那两只不是人
在美国，弹匣已经打空了
说得好
谭湘龙说的太好了，真的
讲的很到位
客观的。支持大中华区的
这位是个墙头草 国民党有部分资金支持
对
来了来了！
直接枪杀一些就好了
我想打这些拍照的记者
法国法国法国法国法国
说得太好
唐湘龙是统派，别胡说
@CNN
人家就是偏统派的
只有他敢台媒里面说真话
美国是一次性把弹夹打空，早就成筛子了
真的，居然破坏自己生活的地方……
偏统派不是友军？理解是不是有问题
这个是友军
没错
美国警察让你举手你不举就开枪了
实事求是 好评
并不是友军。
美国早突突了 别说袭警
这个不是友军，深蓝而又
毕竟这种事轮到台湾也完蛋
说的太好了
就是友军 无知的键盘侠  CCTV4 海峡两岸 多看看
说得好！！
不要脸：CNN，BBC
就是啊
记者在战场中丝毫不方
改了就是好同志嘛
打了就打了怎么样！！合理执法
只能说他至少说些在理的话
卧槽 太牛逼了
友军
对
太克制了
？
说的好？
说的好！
对
说的太棒了
只是说了实话，并不是友军
终于有个明白人说真话了
他承认自己是中国人
以后别去了
少康战情室
唐湘龙是国民党光复大陆一派的
这个人是统派的吗？
这个台湾人是友军吗？
他刚刚都说其他国家的动乱这种话了，说明心里不承认自己是中国人
非友军
无论哪里都会s有明眼人
无论哪里都有爱国的人
台湾本来就是我们的一部分
卢本伟？
特朗普都看不下去
hs
实事求是
少康
帅！！！
没错
已经泼汽油开始烧人了。丧心病狂
人家认同中华民族，有分歧的队友
人家说的是国语，这个两边都一样
光耀之媳
又TVB少康战情室？
我深红
大破大立
是的，记者可以有不同立场，但不能扭曲事实
鼻座
只是说实话
美国弹夹都打光了
龙龙牛逼
在美国早成马蜂窝了
唐湘龙无党派，他在今日头条上自己说他是统派
这是中立主持人
阿龙越来越刚了
不管是不是友军至少说的很客观
这个不是友军，不独不统的一个代表
都一样 指全世界
这句话太赞
不同的立场如果不能够回到事实讲话，永远对不了焦
说得好
国民党就是蓝营。。
看看那些记者，这边在打那边在拍
搞斗争要明确敌人是谁，再团结一切可以团结的人。
我也觉得是
太克制了
是半个友军，敌人的敌人就是朋友
唐湘龙很多次说自己是统派
弹幕该不会真以为理性的人就是友军吧
赵少康谢谢
那叫畜牲
少康战情室还是算了吧
可以团结的对象，反独
斜眼狮子！！
港得对
亲中就已经是友军了
不说昧良心的话
好
友军
看标题自动脑补台湾腔
支持唐湘龍
谁说 唐先生支持统  他只是不支持菜菜子  他支持的是kmt
讲得真好，再听一遍
不算友军吧
黎少康
唐大哥
唐湘龙不像墙头草，应该是个理想主义者有大中华意识的那种
说得好
各位，在外面找友军有点天真了，但人家说的是真话
友军真棒
不管之前他怎么样，至少现在，他是友军
HK gangster
美国白人警察枪杀黑人只会被判轻罪
少康战情室
这种东西在美国都要被警察鞭尸的
他上过中央电视台
友军？
别开枪
对我们也一样哈哈
在美国先打空一梭子在说
赵少康
记者太淡定了
他是站在人道主义上在谴责
不是
这是个友军，但不是我军
不要脸说的太好了
厉害了
确实
在美国早死了
其实想想毛爷爷理论真的说得好
赞赞赞
讲得太对了
对
才反应过来黎少康，哈哈哈哈
说得好！
就是友军
友军？
至少不是绿，
建立统一战线懂吧
事情闹久了，才知道谁是敌人。
友军
在米国被枪崩成肉馅啦
这是中立吧
是友军不是我军
申请入党
降龙十八掌
比我还红的台湾人
少康唯一能听的就是翔龙
对
台湾少有的明白人
我也是觉得警察太温柔了，太难了
不是警察克制，是司法被渗透了，他们这边抓法院那边放
有良心的台湾媒体人！
走进台湾
对！说得好啊
天下何人不通共
大中华主义没问题啊
死了活该
枉为人
海峡两岸
赞一个
中肯的话
蓝营的不懂闭嘴吧
赞同
第一批领到台湾回乡证的同志
湘龙开炮了
点赞
团结！
湘龙讲的还能听 其他的都瞎扯一通
说白了，太温柔了
不是友军
挺你
友军
这类人以后优秀发放二代身份证
金主已经败了 跑了
其实美国的媒体战比较落后，还不能一面之词覆盖全球
湘龙算是比较理性的人了，认同自己是中华民族的一份子，意识形态不能强求，他对社和资都有不认同的地方。
每天都看少康战情室的，尤其是湘龙的周末战情室。
就是友军，认同中华民族，且最重要的是，他的看法很客观
tvb
弯弯好评
新加坡还是比较理性的
建议入党
大实话
被利用还帮别人数钱
友军！
我不谴责人，我只骂辣鸡
龙行天下！
已经烧人了
分清敌友。
标题有问题，不是台湾节目批评，是唐湘龙批评。
他说长沙是他的家乡
湘龙是央视4的嘉宾
湘龙友军
.
新加坡怕西方搞她
当你举起燃烧瓶的那一刻，美国警察的弹夹已经空了
这个是友军，武同支持者
说得好！
就两个
